dose_year,dose_month,dose_type_norm,lot,total_recipients
2021,07,Spikevax,1K082A,2
2021,07,Spikevax,210102,3
2021,07,Spikevax,216040,3
2021,07,Spikevax,216046,7
2021,07,Spikevax,300042698,1
2021,07,Spikevax,300042721,1
2021,07,Spikevax,3000496,4
2021,07,Spikevax,3001531,107
2021,07,Spikevax,3001659,23
2021,07,Spikevax,3001939,741
2021,07,Spikevax,3001939       ,3
2021,07,Spikevax,3001939        ,3
2021,07,Spikevax,3001943,520
2021,07,Spikevax,3001943 ,2
2021,07,Spikevax,3002330,1539
2021,07,Spikevax,3002330 ,2
2021,07,Spikevax,3002339,973
2021,07,Spikevax,3002546,1986
2021,07,Spikevax,3002546 ,2
2021,07,Spikevax,3002916,2181
2021,07,Spikevax,3002916        ,1
2021,07,Spikevax,3002920,2768
2021,07,Spikevax,3003601,3227
2021,07,Spikevax,3003601 ,3
2021,07,Spikevax,3003601        ,4
2021,07,Spikevax,3003606,3642
2021,07,Spikevax,3003606     ,7
2021,07,Spikevax,3003659,289
2021,07,Spikevax,3004218,3953
2021,07,Spikevax,3004218 ,3
2021,07,Spikevax,3004493,3
2021,07,Spikevax,3004670,48
2021,07,Spikevax,3004738,1
2021,07,Spikevax,3005242,2
2021,07,Spikevax,ABW4801,1
2021,07,Spikevax,ABX4044,5
2021,07,Spikevax,FD6840,3
2021,07,Spikevax,FE6208,2
2021,07,Spikevax,FF0680,6
2021,07,Spikevax,XD974          ,1
2021,07,Spikevax,XD986,2
2021,07,Spikevax,XE393,1
2021,08,Astra-Zeneca,,129
2021,08,Astra-Zeneca,210102,26
2021,08,Astra-Zeneca,210105,64
2021,08,Astra-Zeneca,210105         ,1
2021,08,Astra-Zeneca,210155,35
2021,08,Astra-Zeneca,3002916,1
2021,08,Astra-Zeneca,ABV6096,1
2021,08,Astra-Zeneca,ABW2953,1
2021,08,Astra-Zeneca,ABW4801,18
2021,08,Astra-Zeneca,ABW9941,2
2021,08,Astra-Zeneca,ABX3502,3
2021,08,Astra-Zeneca,ABX3519,3
2021,08,Astra-Zeneca,ABX4044,55
2021,08,Astra-Zeneca,ABY1328,67
2021,08,Astra-Zeneca,ABY4055,1
2021,08,Comirnaty,,24064
2021,08,Comirnaty,1F1005A,1
2021,08,Comirnaty,1F1006A,2
2021,08,Comirnaty,1F1020A,10
2021,08,Comirnaty,1F1045A,1
2021,08,Comirnaty,1K082A,15
2021,08,Comirnaty,1K082A ,3
2021,08,Comirnaty,3002330,3
2021,08,Comirnaty,3002916,1
2021,08,Comirnaty,3003601,3
2021,08,Comirnaty,3003606,4
2021,08,Comirnaty,3004218,6
2021,08,Comirnaty,3004738,2
2021,08,Comirnaty,36660TB,1
2021,08,Comirnaty,ABXB51AA ,1
2021,08,Comirnaty,ABY1328,1
2021,08,Comirnaty,EJ6790,1
2021,08,Comirnaty,EJ6797,6
2021,08,Comirnaty,ET6956,30
2021,08,Comirnaty,EW4815,1
2021,08,Comirnaty,EX8680,116
2021,08,Comirnaty,EY3014,1
2021,08,Comirnaty,EY7015,2
2021,08,Comirnaty,FA4598,5
2021,08,Comirnaty,FC0681,3
2021,08,Comirnaty,FC2473,1
2021,08,Comirnaty,FD0168,266
2021,08,Comirnaty,FD1921,13
2021,08,Comirnaty,FD4555,49
2021,08,Comirnaty,FD6840,15526
2021,08,Comirnaty,FE1248,187
2021,08,Comirnaty,FE2296,709
2021,08,Comirnaty,FE2296 ,2
2021,08,Comirnaty,FE6208,17694
2021,08,Comirnaty,FE7051,38421
2021,08,Comirnaty,FE7051 ,6
2021,08,Comirnaty,FE8244,37816
2021,08,Comirnaty,FE8244 ,86
2021,08,Comirnaty,FF0680,20747
2021,08,Comirnaty,FF0680 ,4
2021,08,Comirnaty,FF2832,9715
2021,08,Comirnaty,FF2832 ,12
2021,08,Comirnaty,FF3318,27758
2021,08,Comirnaty,FF3318 ,3
2021,08,Comirnaty,FG3739,4
2021,08,Comirnaty,FG4509,24295
2021,08,Comirnaty,FK0594,12
2021,08,Comirnaty,FL5324,1
2021,08,Comirnaty,FM7533,7
2021,08,Comirnaty,FM7785,1
2021,08,Comirnaty,FM9088,5
2021,08,Comirnaty,FN4072,1
2021,08,Comirnaty,FN5519,5
2021,08,Comirnaty,FP1972,4
2021,08,Comirnaty,FP8748,1
2021,08,Comirnaty,FP8956,4
2021,08,Comirnaty,FP9632,1
2021,08,Comirnaty,GH9722,1
2021,08,Comirnaty,PCA0002,1
2021,08,Comirnaty,SCTR1,7
2021,08,Comirnaty,XD974,2
2021,08,Comirnaty,XE393,12
2021,08,Janssen,,6587
2021,08,Janssen,000039A,1
2021,08,Janssen,1F1020A,2
2021,08,Janssen,210102,1
2021,08,Janssen,210105,13
2021,08,Janssen,21C10-05,124
2021,08,Janssen,21C11-05,215
2021,08,Janssen,21C11-05       ,1
2021,08,Janssen,21C16-05,1802
2021,08,Janssen,21C17-05,2266
2021,08,Janssen,21C17-05       ,2
2021,08,Janssen,21C18-05,4215
2021,08,Janssen,21C18-05 ,38
2021,08,Janssen,21C18-05       ,8
2021,08,Janssen,3001943,19
2021,08,Janssen,3002916,2
2021,08,Janssen,3002920,10
2021,08,Janssen,3003606,2
2021,08,Janssen,3003606        ,1
2021,08,Janssen,3003659,1
2021,08,Janssen,3004218,12
2021,08,Janssen,3004670,1
2021,08,Janssen,ABW1277,10
2021,08,Janssen,ABW2187,24
2021,08,Janssen,ABW2953,24
2021,08,Janssen,ABX4044,7
2021,08,Janssen,ABY1328,17
2021,08,Janssen,ACA5775,2
2021,08,Janssen,ACA6111,8
2021,08,Janssen,FE7051,9
2021,08,Janssen,FE8244,2
2021,08,Janssen,FF0680,8
2021,08,Janssen,FF2832,5
2021,08,Janssen,FF3318,3
2021,08,Janssen,FG4509,5
2021,08,Janssen,FM7533,1
2021,08,Janssen,XD955,180
2021,08,Janssen,XD955          ,1
2021,08,Janssen,XD974,3467
2021,08,Janssen,XD974 ,4
2021,08,Janssen,XD974          ,15
2021,08,Janssen,XD975,1183
2021,08,Janssen,XD986,4132
2021,08,Janssen,XD986 ,16
2021,08,Janssen,XD986       ,1
2021,08,Janssen,XD986          ,3
2021,08,Janssen,XE393,28912
2021,08,Janssen,XE393 ,12
2021,08,Janssen,XE393          ,1
2021,08,Janssen,XE423,6873
2021,08,Janssen,XE423 ,38
2021,08,Others,,32
2021,08,Others,GJ1988,1
2021,08,Spikevax,,868
2021,08,Spikevax,000058A,2
2021,08,Spikevax,000090A,1
2021,08,Spikevax,000371A,8
2021,08,Spikevax,000397A,2
2021,08,Spikevax,090F21A,2
2021,08,Spikevax,1F1006A,2
2021,08,Spikevax,1F1020A,4
2021,08,Spikevax,1K082A,5
2021,08,Spikevax,216040,1
2021,08,Spikevax,216046,8
2021,08,Spikevax,3001531,15
2021,08,Spikevax,3001659,28
2021,08,Spikevax,3001939,162
2021,08,Spikevax,3001939        ,7
2021,08,Spikevax,3001943,79
2021,08,Spikevax,3002330,425
2021,08,Spikevax,3002339,309
2021,08,Spikevax,3002546,933
2021,08,Spikevax,3002916,455
2021,08,Spikevax,3002916        ,1
2021,08,Spikevax,3002920,711
2021,08,Spikevax,3003601,1012
2021,08,Spikevax,3003601 ,1
2021,08,Spikevax,3003601        ,4
2021,08,Spikevax,3003606,2374
2021,08,Spikevax,3003606 ,1
2021,08,Spikevax,3003606        ,2
2021,08,Spikevax,3003659,866
2021,08,Spikevax,3004218,2508
2021,08,Spikevax,3004218 ,2
2021,08,Spikevax,3004493,110
2021,08,Spikevax,3004670,1734
2021,08,Spikevax,3004670 ,1
2021,08,Spikevax,3004670     ,2
2021,08,Spikevax,3004738,5
2021,08,Spikevax,3005238,3
2021,08,Spikevax,3005242,2
2021,08,Spikevax,ABX5105,14
2021,08,Spikevax,FE7051,1
2021,08,Spikevax,FE8244,2
2021,08,Spikevax,FG4509,1
2021,08,Spikevax,FL5324,1
2021,08,Spikevax,FM7533,2
2021,08,Spikevax,XE393,1
2021,09,Astra-Zeneca,,158
2021,09,Astra-Zeneca,210102,7
2021,09,Astra-Zeneca,210105,21
2021,09,Astra-Zeneca,210155,21
2021,09,Astra-Zeneca,3003601,1
2021,09,Astra-Zeneca,3003606,1
2021,09,Astra-Zeneca,ABV6096,1
2021,09,Astra-Zeneca,ABW4801,18
2021,09,Astra-Zeneca,ABX4044,3
2021,09,Astra-Zeneca,ABY1328,39
2021,09,Astra-Zeneca,ABY4055,1
2021,09,Comirnaty,,9736
2021,09,Comirnaty,1F1005A,5
2021,09,Comirnaty,1F1006A,10
2021,09,Comirnaty,1F1020A,11
2021,09,Comirnaty,1K082A,14
2021,09,Comirnaty,1K082A ,3
2021,09,Comirnaty,3002546,1
2021,09,Comirnaty,3003601,7
2021,09,Comirnaty,3003606,2
2021,09,Comirnaty,31100TB,1
2021,09,Comirnaty,ACA6111,1
2021,09,Comirnaty,EJ6796,2
2021,09,Comirnaty,ET6956,1
2021,09,Comirnaty,EW2246,2
2021,09,Comirnaty,FC2473,4
2021,09,Comirnaty,FD0168,18
2021,09,Comirnaty,FD1921,1
2021,09,Comirnaty,FD4555,3
2021,09,Comirnaty,FD6840,8273
2021,09,Comirnaty,FE1248,2
2021,09,Comirnaty,FE2296,27
2021,09,Comirnaty,FE6208,79
2021,09,Comirnaty,FE7051,9181
2021,09,Comirnaty,FE8244,4556
2021,09,Comirnaty,FE8244 ,226
2021,09,Comirnaty,FF0680,4021
2021,09,Comirnaty,FF0680 ,12
2021,09,Comirnaty,FF2832,17333
2021,09,Comirnaty,FF2832 ,1
2021,09,Comirnaty,FF3318,3833
2021,09,Comirnaty,FG3739,914
2021,09,Comirnaty,FG4509,23584
2021,09,Comirnaty,FG4509 ,3
2021,09,Comirnaty,FK0594,8
2021,09,Comirnaty,FL4213,2
2021,09,Comirnaty,FL5324,1
2021,09,Comirnaty,FM7533,3
2021,09,Comirnaty,FM7785,2
2021,09,Comirnaty,FM9088,4
2021,09,Comirnaty,FN4072,1
2021,09,Comirnaty,FN5519,4
2021,09,Comirnaty,FP1972,10
2021,09,Comirnaty,FP8748,1
2021,09,Comirnaty,FP8956,8
2021,09,Comirnaty,PCA0003,1
2021,09,Comirnaty,PCB0001,1
2021,09,Comirnaty,PCB0017,1
2021,09,Comirnaty,SCTR1,3501
2021,09,Comirnaty,XD986,2
2021,09,Comirnaty,XE393,14
2021,09,Comirnaty,XE423,1
2021,09,Janssen,,3155
2021,09,Janssen,1F1020A,1
2021,09,Janssen,1K082A,2
2021,09,Janssen,216041,1
2021,09,Janssen,21C10-05,83
2021,09,Janssen,21C11-05,40
2021,09,Janssen,21C16-05,718
2021,09,Janssen,21C17-05,1034
2021,09,Janssen,21C18-05,1640
2021,09,Janssen,21C18-05 ,10
2021,09,Janssen,21C18-05       ,2
2021,09,Janssen,3001943,15
2021,09,Janssen,3002920,30
2021,09,Janssen,3004218,1
2021,09,Janssen,3004670,2
2021,09,Janssen,ABY1328,3
2021,09,Janssen,ABZ5320,2
2021,09,Janssen,ACA5775,4
2021,09,Janssen,ACA5778,1
2021,09,Janssen,ACA6111,5
2021,09,Janssen,EL0725,1
2021,09,Janssen,FE7051,5
2021,09,Janssen,FF0680,2
2021,09,Janssen,FF2832,8
2021,09,Janssen,FF3318,6
2021,09,Janssen,FG4509,24
2021,09,Janssen,FK0594,2
2021,09,Janssen,FM7533,1
2021,09,Janssen,SCTR1,1
2021,09,Janssen,XD955,98
2021,09,Janssen,XD974,586
2021,09,Janssen,XD974          ,2
2021,09,Janssen,XD975,246
2021,09,Janssen,XD986,622
2021,09,Janssen,XE393,23247
2021,09,Janssen,XE393 ,37
2021,09,Janssen,XE393  ,1
2021,09,Janssen,XE393          ,3
2021,09,Janssen,XE423,2116
2021,09,Others,,27
2021,09,Others,1K082A,1
2021,09,Spikevax,,894
2021,09,Spikevax,000090A,1
2021,09,Spikevax,000371A,3
2021,09,Spikevax,000397A,2
2021,09,Spikevax,090F21A,1
2021,09,Spikevax,1F1020A,1
2021,09,Spikevax,216040,1
2021,09,Spikevax,216041,1
2021,09,Spikevax,216046,2
2021,09,Spikevax,3001531,17
2021,09,Spikevax,3001659,55
2021,09,Spikevax,3001939,75
2021,09,Spikevax,3001943,16
2021,09,Spikevax,3002330,110
2021,09,Spikevax,3002339,227
2021,09,Spikevax,3002546,413
2021,09,Spikevax,3002916,157
2021,09,Spikevax,3002920,174
2021,09,Spikevax,3003601,438
2021,09,Spikevax,3003606,1055
2021,09,Spikevax,3003606        ,2
2021,09,Spikevax,3003659,602
2021,09,Spikevax,3003659       ,1
2021,09,Spikevax,3003659        ,2
2021,09,Spikevax,3004218,864
2021,09,Spikevax,3004218 ,1
2021,09,Spikevax,3004218        ,1
2021,09,Spikevax,3004493,880
2021,09,Spikevax,3004493 ,1
2021,09,Spikevax,3004493        ,1
2021,09,Spikevax,3004670,2398
2021,09,Spikevax,3004738,547
2021,09,Spikevax,3005238,98
2021,09,Spikevax,3005242,737
2021,09,Spikevax,ABY1328,1
2021,09,Spikevax,XE393,1
2021,10,Astra-Zeneca,,56
2021,10,Astra-Zeneca,210102,2
2021,10,Astra-Zeneca,210105,1
2021,10,Astra-Zeneca,210155,10
2021,10,Astra-Zeneca,ABY1328,8
2021,10,Astra-Zeneca,ABY4055,2
2021,10,Astra-Zeneca,FG4509,1
2021,10,Comirnaty,,11192
2021,10,Comirnaty,1F1005A,2597
2021,10,Comirnaty,1F1005A ,1
2021,10,Comirnaty,1F1006A,319
2021,10,Comirnaty,1F1020A,4363
2021,10,Comirnaty,1F1020A ,3
2021,10,Comirnaty,1K082A,15
2021,10,Comirnaty,1K082A ,3
2021,10,Comirnaty,210155,1
2021,10,Comirnaty,21C17-05,1
2021,10,Comirnaty,3003601,10
2021,10,Comirnaty,3004218,2
2021,10,Comirnaty,3004493,1
2021,10,Comirnaty,3005242,2
2021,10,Comirnaty,31100TB,118
2021,10,Comirnaty,ACA6111,4
2021,10,Comirnaty,EJ6134,2
2021,10,Comirnaty,EJ6797,1
2021,10,Comirnaty,EL1491,1
2021,10,Comirnaty,EP2166,2
2021,10,Comirnaty,ET3620,2
2021,10,Comirnaty,EW2239,3
2021,10,Comirnaty,EW2246,14
2021,10,Comirnaty,EY7015,1
2021,10,Comirnaty,FC0681,1
2021,10,Comirnaty,FD1921,3
2021,10,Comirnaty,FD4555,27
2021,10,Comirnaty,FD6840,1654
2021,10,Comirnaty,FE1248,9
2021,10,Comirnaty,FE2296,8
2021,10,Comirnaty,FE6208,3
2021,10,Comirnaty,FE7051,5467
2021,10,Comirnaty,FE8244,2783
2021,10,Comirnaty,FF0680,1352
2021,10,Comirnaty,FF2832,18738
2021,10,Comirnaty,FF3318,420
2021,10,Comirnaty,FF3318 ,4
2021,10,Comirnaty,FG3739,5607
2021,10,Comirnaty,FG4509,15360
2021,10,Comirnaty,FG4509 ,7
2021,10,Comirnaty,FG4509         ,1
2021,10,Comirnaty,FK0594,1
2021,10,Comirnaty,FL4213,3
2021,10,Comirnaty,FL5324,280
2021,10,Comirnaty,FM7533,4
2021,10,Comirnaty,FM7785,2
2021,10,Comirnaty,FM9088,1
2021,10,Comirnaty,FN5519,4
2021,10,Comirnaty,FP1972,10
2021,10,Comirnaty,FP8748,2
2021,10,Comirnaty,FP8956,6
2021,10,Comirnaty,FR5493,1
2021,10,Comirnaty,GD6798,1
2021,10,Comirnaty,GK4367,1
2021,10,Comirnaty,PCA0002,1211
2021,10,Comirnaty,PCA0002        ,5
2021,10,Comirnaty,PCA0075,1
2021,10,Comirnaty,PCB0001,40
2021,10,Comirnaty,SCTR1,22126
2021,10,Comirnaty,SCTR1 ,88
2021,10,Comirnaty,XE393,9
2021,10,Janssen,,4191
2021,10,Janssen,1F1005A,8
2021,10,Janssen,1F1020A,2
2021,10,Janssen,21C10-05,44
2021,10,Janssen,21C11-05,9
2021,10,Janssen,21C16-05,283
2021,10,Janssen,21C17-05,315
2021,10,Janssen,21C18-05,403
2021,10,Janssen,21C18-05       ,1
2021,10,Janssen,3001939,1
2021,10,Janssen,3001943,10
2021,10,Janssen,3002920,22
2021,10,Janssen,3003659,1
2021,10,Janssen,3004218,6
2021,10,Janssen,3004493,1
2021,10,Janssen,3004670,1
2021,10,Janssen,ABZ5320,6
2021,10,Janssen,ACA4541,1
2021,10,Janssen,ACA5775,10
2021,10,Janssen,ACA6111,557
2021,10,Janssen,EJ6134,4
2021,10,Janssen,FE8244,2
2021,10,Janssen,FF2832,13
2021,10,Janssen,FG3739,7
2021,10,Janssen,FG4509,4
2021,10,Janssen,FM9088,1
2021,10,Janssen,PCA0002,1
2021,10,Janssen,SCTR1,11
2021,10,Janssen,XD955,111
2021,10,Janssen,XD974,207
2021,10,Janssen,XD974          ,1
2021,10,Janssen,XD975,224
2021,10,Janssen,XD986,479
2021,10,Janssen,XE393,37122
2021,10,Janssen,XE393 ,129
2021,10,Janssen,XE393          ,12
2021,10,Janssen,XE423,652
2021,10,Janssen,XE423 ,1
2021,10,Others,,23
2021,10,Others,1K082A,2
2021,10,Others,FP1972,1
2021,10,Spikevax,,893
2021,10,Spikevax,000058A,1
2021,10,Spikevax,007G21A,1
2021,10,Spikevax,090F21A,8
2021,10,Spikevax,216040,1
2021,10,Spikevax,216041,1
2021,10,Spikevax,216046,1
2021,10,Spikevax,3001531,26
2021,10,Spikevax,3001659,17
2021,10,Spikevax,3001939,57
2021,10,Spikevax,3001943,75
2021,10,Spikevax,3001943 ,1
2021,10,Spikevax,3002330,20
2021,10,Spikevax,3002339,161
2021,10,Spikevax,3002546,100
2021,10,Spikevax,3002916,120
2021,10,Spikevax,3002920,110
2021,10,Spikevax,3003601,118
2021,10,Spikevax,3003606,436
2021,10,Spikevax,3003606 ,1
2021,10,Spikevax,3003659,765
2021,10,Spikevax,3003659        ,1
2021,10,Spikevax,3004218,750
2021,10,Spikevax,3004218 ,3
2021,10,Spikevax,3004493,866
2021,10,Spikevax,3004493        ,1
2021,10,Spikevax,3004670,2140
2021,10,Spikevax,3004670 ,2
2021,10,Spikevax,3004670        ,2
2021,10,Spikevax,3004738,611
2021,10,Spikevax,3004738 ,1
2021,10,Spikevax,3005238,241
2021,10,Spikevax,3005242,1622
2021,10,Spikevax,FF2832,2
2021,11,Astra-Zeneca,,20
2021,11,Comirnaty,,25322
2021,11,Comirnaty,000058A,1
2021,11,Comirnaty,090F21A,12
2021,11,Comirnaty,1F1005A,28622
2021,11,Comirnaty,1F1006A,24603
2021,11,Comirnaty,1F1006A ,2
2021,11,Comirnaty,1F1006A        ,2
2021,11,Comirnaty,1F1020A,29504
2021,11,Comirnaty,1F1020A ,15
2021,11,Comirnaty,1F1020A        ,4
2021,11,Comirnaty,1F1045A,2
2021,11,Comirnaty,1K082A,15
2021,11,Comirnaty,1K082A ,1
2021,11,Comirnaty,21C17-05,12
2021,11,Comirnaty,3001943,13
2021,11,Comirnaty,3002339,1
2021,11,Comirnaty,3002916,2
2021,11,Comirnaty,3003601,8
2021,11,Comirnaty,3003606,1
2021,11,Comirnaty,3003659,28
2021,11,Comirnaty,3004218,4
2021,11,Comirnaty,3004493,13
2021,11,Comirnaty,3004670,6
2021,11,Comirnaty,3004738,1
2021,11,Comirnaty,3005242,1
2021,11,Comirnaty,31100TB,1629
2021,11,Comirnaty,ABV7764,10
2021,11,Comirnaty,ABX4044,6
2021,11,Comirnaty,ABXB51AA ,3
2021,11,Comirnaty,ABZ5320,7
2021,11,Comirnaty,ACA5775,4
2021,11,Comirnaty,ACA6111,56
2021,11,Comirnaty,EJ6790,43
2021,11,Comirnaty,EJ6797,3
2021,11,Comirnaty,EL1491,2
2021,11,Comirnaty,ET3620,20
2021,11,Comirnaty,EW2246,8
2021,11,Comirnaty,EW4815,5
2021,11,Comirnaty,EY3014,1
2021,11,Comirnaty,FA4598,4
2021,11,Comirnaty,FC0681,8
2021,11,Comirnaty,FC2473,1
2021,11,Comirnaty,FD1921,1
2021,11,Comirnaty,FD4555,5
2021,11,Comirnaty,FD6840,87
2021,11,Comirnaty,FE2296,1
2021,11,Comirnaty,FE6208,3
2021,11,Comirnaty,FE7051,6561
2021,11,Comirnaty,FE8244,2501
2021,11,Comirnaty,FF0680,45
2021,11,Comirnaty,FF2832,35211
2021,11,Comirnaty,FF2832         ,1
2021,11,Comirnaty,FF3318,77
2021,11,Comirnaty,FG3739,44363
2021,11,Comirnaty,FG3739 ,46
2021,11,Comirnaty,FG3739   ,1
2021,11,Comirnaty,FG3739         ,1
2021,11,Comirnaty,FG4509,6820
2021,11,Comirnaty,FG4509 ,5
2021,11,Comirnaty,FG4509         ,1
2021,11,Comirnaty,FK0594,166
2021,11,Comirnaty,FK0594         ,5
2021,11,Comirnaty,FL4213,1566
2021,11,Comirnaty,FL4213 ,2
2021,11,Comirnaty,FL4213         ,5
2021,11,Comirnaty,FL5324,4348
2021,11,Comirnaty,FM7533,20
2021,11,Comirnaty,FM7785,1
2021,11,Comirnaty,FM9088,3
2021,11,Comirnaty,FN4072,3
2021,11,Comirnaty,FN5519,6
2021,11,Comirnaty,FP1972,8
2021,11,Comirnaty,FP8748,2
2021,11,Comirnaty,FP8956,2
2021,11,Comirnaty,GD6798,1
2021,11,Comirnaty,GH9851,1
2021,11,Comirnaty,GJ2639,1
2021,11,Comirnaty,PCA0002,19741
2021,11,Comirnaty,PCA0002 ,52
2021,11,Comirnaty,PCA0002       ,2
2021,11,Comirnaty,PCA0002        ,20
2021,11,Comirnaty,PCA0003,6
2021,11,Comirnaty,PCB0001,18685
2021,11,Comirnaty,PCB0001 ,49
2021,11,Comirnaty,PCB0001  ,3
2021,11,Comirnaty,PCB0001        ,33
2021,11,Comirnaty,SCTR1,41222
2021,11,Comirnaty,SCTR1 ,5
2021,11,Comirnaty,SCTR1          ,4
2021,11,Comirnaty,SCWF7,809
2021,11,Comirnaty,SDCN1,125
2021,11,Comirnaty,U6856AA3V,10
2021,11,Comirnaty,XD975,3
2021,11,Comirnaty,XE393,16
2021,11,Janssen,,9305
2021,11,Janssen,000039A,1
2021,11,Janssen,090F21A,9
2021,11,Janssen,1F1006A,2
2021,11,Janssen,1F1020A,6
2021,11,Janssen,21C10-05,51
2021,11,Janssen,21C11-05,35
2021,11,Janssen,21C16-05,388
2021,11,Janssen,21C17-05,240
2021,11,Janssen,21C18-05,189
2021,11,Janssen,3001943,61
2021,11,Janssen,3002920,3
2021,11,Janssen,3003601,7
2021,11,Janssen,3003659,1
2021,11,Janssen,3005242,3
2021,11,Janssen,ABZ5320,14743
2021,11,Janssen,ABZ5320        ,5
2021,11,Janssen,ACA5775,12463
2021,11,Janssen,ACA5775 ,20
2021,11,Janssen,ACA6111,28055
2021,11,Janssen,ACA6111 ,7
2021,11,Janssen,ACA6111        ,19
2021,11,Janssen,FE7051,8
2021,11,Janssen,FF2832,35
2021,11,Janssen,FG3739,11
2021,11,Janssen,FG4509,1
2021,11,Janssen,PCA0002,10
2021,11,Janssen,PCB0001,12
2021,11,Janssen,SCTR1,18
2021,11,Janssen,XD955,478
2021,11,Janssen,XD974,335
2021,11,Janssen,XD975,150
2021,11,Janssen,XD986,627
2021,11,Janssen,XE393,38299
2021,11,Janssen,XE393 ,58
2021,11,Janssen,XE393  ,9
2021,11,Janssen,XE393          ,88
2021,11,Janssen,XE423,1151
2021,11,Others,,16
2021,11,Spikevax,,1856
2021,11,Spikevax,000023A,34
2021,11,Spikevax,000039A,1
2021,11,Spikevax,000058A,89
2021,11,Spikevax,000358A,1
2021,11,Spikevax,000371A,1
2021,11,Spikevax,000397A,3
2021,11,Spikevax,007G21A,238
2021,11,Spikevax,03721001A,1
2021,11,Spikevax,090F21A,1015
2021,11,Spikevax,093F21A,639
2021,11,Spikevax,1F1005A,2
2021,11,Spikevax,1F1006A,1
2021,11,Spikevax,216040,4
2021,11,Spikevax,21C17-05,8
2021,11,Spikevax,3001659,28
2021,11,Spikevax,3001939,7
2021,11,Spikevax,3001943,6
2021,11,Spikevax,3002330,159
2021,11,Spikevax,3002339,213
2021,11,Spikevax,3002546,86
2021,11,Spikevax,3002916,122
2021,11,Spikevax,3002920,258
2021,11,Spikevax,3003601,634
2021,11,Spikevax,3003606,608
2021,11,Spikevax,3003606 ,4
2021,11,Spikevax,3003659,3964
2021,11,Spikevax,3003659        ,2
2021,11,Spikevax,3004218,2580
2021,11,Spikevax,3004218 ,5
2021,11,Spikevax,3004493,3284
2021,11,Spikevax,3004670,3031
2021,11,Spikevax,3004670 ,12
2021,11,Spikevax,3004670        ,13
2021,11,Spikevax,3004738,805
2021,11,Spikevax,3005238,962
2021,11,Spikevax,3005242,3270
2021,11,Spikevax,3005242        ,4
2021,11,Spikevax,FE7051,1
2021,11,Spikevax,FF2832,3
2021,11,Spikevax,FG3739,6
2021,11,Spikevax,FM7533,1
2021,11,Spikevax,FN4071,1
2021,11,Spikevax,PCA0002,1
2021,11,Spikevax,PCB0001,6
2021,11,Spikevax,SCTR1,3
2021,11,Spikevax,XD975,1
2021,11,Spikevax,XE393,1
2021,12,Astra-Zeneca,,13
2021,12,Comirnaty,,10556
2021,12,Comirnaty,000023A,1
2021,12,Comirnaty,000039A,1
2021,12,Comirnaty,000058A,3
2021,12,Comirnaty,090F21A,11
2021,12,Comirnaty,1F1005A,7893
2021,12,Comirnaty,1F1005A ,1
2021,12,Comirnaty,1F1005A   ,1
2021,12,Comirnaty,1F1005A        ,2
2021,12,Comirnaty,1F1006A,9261
2021,12,Comirnaty,1F1020A,20428
2021,12,Comirnaty,1F1020A ,60
2021,12,Comirnaty,1F1020A        ,6
2021,12,Comirnaty,1K082A,2
2021,12,Comirnaty,1K082A ,1
2021,12,Comirnaty,216040,4
2021,12,Comirnaty,21C17-05,1
2021,12,Comirnaty,3000496,1
2021,12,Comirnaty,3001943,5
2021,12,Comirnaty,3003606,1
2021,12,Comirnaty,3003659,2
2021,12,Comirnaty,3004218,4
2021,12,Comirnaty,3004738,10
2021,12,Comirnaty,3005238,1
2021,12,Comirnaty,3005242,5
2021,12,Comirnaty,31100TB,3898
2021,12,Comirnaty,31100TB ,1
2021,12,Comirnaty,ABV7764,6
2021,12,Comirnaty,ABW2953,2
2021,12,Comirnaty,ABX4044,3
2021,12,Comirnaty,ABZ5320,1
2021,12,Comirnaty,ACA5775,2
2021,12,Comirnaty,EJ6796,1
2021,12,Comirnaty,EL1491,2
2021,12,Comirnaty,ET3620,3
2021,12,Comirnaty,ET7205,1
2021,12,Comirnaty,EW4815,7
2021,12,Comirnaty,EX3599,4
2021,12,Comirnaty,EY3014,27
2021,12,Comirnaty,FC0681,3
2021,12,Comirnaty,FC2473,3
2021,12,Comirnaty,FD1921,1
2021,12,Comirnaty,FD6840,4
2021,12,Comirnaty,FE1248,3
2021,12,Comirnaty,FE2296,3
2021,12,Comirnaty,FE7051,1360
2021,12,Comirnaty,FF0680,1
2021,12,Comirnaty,FF2832,646
2021,12,Comirnaty,FF3318,6
2021,12,Comirnaty,FG3739,9877
2021,12,Comirnaty,FG3739 ,76
2021,12,Comirnaty,FG4509,1039
2021,12,Comirnaty,FK0594,12570
2021,12,Comirnaty,FK0594 ,26
2021,12,Comirnaty,FK0594         ,29
2021,12,Comirnaty,FL4213,6039
2021,12,Comirnaty,FL4213 ,7
2021,12,Comirnaty,FL4213         ,9
2021,12,Comirnaty,FL5324,6108
2021,12,Comirnaty,FM7533,5419
2021,12,Comirnaty,FM7533 ,3
2021,12,Comirnaty,FM7533         ,4
2021,12,Comirnaty,FM7785,12
2021,12,Comirnaty,FM9088,4
2021,12,Comirnaty,FN4071,20
2021,12,Comirnaty,FN4072,13956
2021,12,Comirnaty,FN4072 ,68
2021,12,Comirnaty,FN4072         ,3
2021,12,Comirnaty,FN4074,17
2021,12,Comirnaty,FN5519,10
